source,title,description,link
NPR,Tired of waiting for your EV to charge up? One Chinese company has a novel solution,"An electric vehicle is seen at NIO battery swap station on March 9, 2025 in Yantai, Shandong Province of China.Tang Ke/VCG via Getty Images/Visual China Grouphide caption BEIJING - Take a road trip in an electric car, and you know the juicing up routine. You pull off the highway, park at a charging station, plug in the car … and wait. If you're lucky, it's about half an hour. Sometimes, it's longer. In China, one company can get you back on the road in minutes. I had the opportunity to see how, with Jason Wu, an executive at NIO Power, an EV maker. A few weeks ago, I sat in a roomy SUV, while Wu, in the driver's seat, spoke to the vehicle. ""Hi Nomi."" ""I'm here,"" the car responds in a cute, child-like voice. Wu asks the car to initiate a battery swap, and the car takes over. We drive into a small structure that looks like a one car garage without front and back walls. The car instructs Wu to take his foot off the brake, remove his hands from the steering wheel and to not open the doors. ""If you feel nervous, I'm here,"" it says. Then, it automatically backs into the car port. ""This is fully-automated battery swapping,"" Wu says. No more waiting to charge up. The car is about to get a fresh battery. NIO has recognized that long charging times are one of the main reasons keeping people from buying EVs – not only in China, but all over the world. The company has installed nearly 4,000 battery swap stations like this around the world, most in China. NIO EVs are popular in China, but competition is fierce. The company hasroughly4% market share in vehicles that are primarily electric. Its battery swapping is still something of a novelty. But it's an attractive solution in a country where many drivers live in apartments that don't always have charging ports. ""On February 6, 2026, our total battery swapping network had provided 100 million swaps,"" said Wu. That's since the first swap station opened in Beijing eight years ago. ""This fully demonstrates that battery swapping, as a power replenishment method, has already become very mainstream."" NIO says it's saved drivers more than 83 million hours. Other companies are trying it, includingCATL, the world's biggest battery maker. In the U.S.,some see itas a useful potential solution for electric trucks, which have long charging times. Wu extolls battery swapping as convenient, fast and safe. And he says it's good for the health of the batteries. There's also no need to get out and fuss with cables or gas pumps. Nio owners have the option of buying or renting the battery in their car, and they can charge the normal way, too. For road trippers, NIO has put over 1,000 swapping stations along China's highways. Back at the battery changing station, the car stops in the port. It lifts up a tiny bit, and jostles around, followed by a muffled, methodic clanking sound and then, silence. The gray metal floor under the vehicle opens, and a machine rises to the undercarriage. The car's entire battery pack, which weighs about 1,100 pounds, or about as much as a grand piano, is unbolted and whisked away, underground. It goes into a closed room on the side of the swapping station where it is plugged in to charge for a future user. Under the car, there are a few clicks and clanks as a fresh battery is lifted into place and bolted securely to the vehicle. The system runs some diagnostic checks. And that's it. ""OK, you can see. Green light,"" Wu says. ""The battery swap is done."" A screen on the swapping station shows ho",https://www.npr.org/2026/04/18/nx-s1-5788990/ev-battery-charge-long-china-nio
NPR,"In Southeast Asia, these voicemails save lives","Cambodia is one of the most flood-prone countries in the world. Forty-year-old Douch Bopha lives in a floating village on the edge of the Tonle Sap Lake and sells food to local fishermen.Ryan Kellmanhide caption For residents of Prek Touch, Cambodia — right on the banks of the Mekong River — flooding is a regular part of life. But as those floods worsen due to climate change, it's getting harder to adapt. Along with other flood-prone regions throughout Southeast Asia, government officials are facing an issue: how to deliver widespread weather warnings in a timely, effective way. One solution that's working for Prek Touch? Voicemails. Today on the show, NPR climate correspondentRebecca Hersherexplains how a simple phone alert can prompt preparation, increase evacuation, and save lives. Interested in more stories about natural disaster preparedness? Email us your question atshortwave@npr.org. Listen to every episode of Short Wave sponsor-free and support our work at NPR by signing up for Short Wave+ atplus.npr.org/shortwave. This episode was produced by Hannah Chinn. It was edited by Rebecca Ramirez. Tyler Jones checked the facts. The audio engineer was Jimmy Keeley.",https://www.npr.org/2026/04/20/nx-s1-5711457/flood-weather-warning-climate-change
NPR,Gasoline could drop below $4 in coming days,"Gasoline prices are displayed outside of a Shell gas station in West Hollywood, California on April 14. Prices vary around the country, and are highest on the west coast; the nationwide average has risen by more than $1 per gallon since the start of the Iran War, but is expected to drop if a decrease in crude oil prices is sustained.Patrick T. Fallon/AFP via Getty Imageshide caption Oil prices fell sharply on Friday after Iran declared the Strait of Hormuz open to commercial traffic. Brent futures, the global benchmark for crude oil, dropped to around $90 a barrel, down more than $10 from a week ago. U.S. crude is under $85 a barrel after rising above $110 at one point in the conflict. If these current prices hold, drivers should soon start to see prices dropping at the pump, says Patrick De Haan, chief petroleum analyst at the app Gasbuddy. He told reporters in a virtual event that the national average for gasoline, currently above $4 a gallon, could drop below $4 as soon as this weekend and reach $3.65 to $3.85 per gallon ""in the next week or two,"" he says. There's usually a slight delay between when crude prices drop and when gasoline prices follow; individual gas stations have already paid high prices to fill their massive underground tanks, and will try to recoup that cost. But wholesale gasoline markets are already showing price drops, he says, just hours after the futures markets. That's unusually fast. ""There's an element of immediate relief,"" he says. ""And more relief will be coming in a month or two when things really start to get fully back on line."" Overall, oil prices are still higher than what they were before the war, when benchmark prices were around $60. And the risk remains that the conflict in the Middle East could take another turn, and oil prices ramp back up again. Even if peace holds, the market disruption can't be immediately corrected. The disruption of trade through the Strait of Hormuz, along with attacks on oil infrastructure in the Middle East, made crude prices highly volatile and pushed gasoline prices up by a dollar per gallon on average. By Labor Day, De Haan predicts, about half of that price hike could be reversed. But getting back to gasoline prices below $3 a gallon on average would take even longer. ""For every day that we've been at this, it may take a week for a lot of this to unwind,"" he says. ""So, you know, 47 weeks: That may take until later this year or early next year to really fully normalize."" The energy consultancy Rystad Energy has estimated that the damage to oil and gas facilities in the Middle East may cost as much as $50 billion to repair. Even oil fields and refineries that haven't been damaged can take weeks to restart production; they're not designed to turn on and off overnight. And even after production restarts, crude oil and fuels still need to spend weeks on tankers to travel around the world. ""Reopening the Strait of Hormuz eases the near term squeeze on oil markets, but it's not a full reset,"" Angie Gildea, the head of oil and gas for the accounting giant KPMG, tells NPR in an emailed statement. ""Damage to gas infrastructure and delayed production mean the price impact could linger for months, even if headline risks fade.""",https://www.npr.org/2026/04/17/nx-s1-5788819/oil-gasoline-cheaper-war-iran
NPR,Peace talks are in doubt as the U.S. seizes an Iranian ship,"Commuters drive past a giant billboard referring to the Strait of Hormuz along a busy street in Tehran, Iran, on Sunday.Atta Kenare/AFP via Getty Imageshide caption A U.S. negotiating team is expected to head to Pakistan for a second round of peace talks with Iran — which says it might not even show up. Tehran's reticence comes after the U.S. on Sunday fired on and seized an Iranian cargo ship in the Strait of Hormuz as part of a U.S. naval blockade on vessels accessing Iran's ports in the vital waterway. A videoreleased by U.S. Central Command (CENTCOM) shows the seizure of the Iranian ship, with Marines descending from a helicopter by rope to board the vessel, the Touska, after ""guided-missile destroyer USS Spruance (DDG 111) disabled Touska's propulsion,"" according to a statement with the video. President TrumpsaidSunday the U.S. military had ""stopped them right in their tracks by blowing a hole in the engine room"" after the ship failed to heed repeated warnings. Trump said Marines then took control of the vessel and moved to investigate its cargo. He said the Iranian flagged ship was under the existing U.S. Treasury Department sanctions. Iran's Revolutionary Guard warned it will take action against the U.S. military for the seizure of that ship, without elaborating. This all comes as the expiration looms this week on a temporary ceasefire between the U.S. and Iran. Here's more news from the Middle East war on Monday: Security personnel stand guard at a security checkpost along a road temporarily closed near the Serena Hotel at the Red Zone area in Islamabad on Monday, ahead of anticipated U.S.-Iran peace talks.Aamir Qureshi/AFP via Getty Imageshide caption Preparations to host Iranian and U.S. negotiating teams were underway in Pakistan's capital, Islamabad, on Monday, despite questions over whether Iran would attend. Iranian Foreign Ministry spokesman Esmail Baghaei said Monday Tehran hadno plansyet regarding a second round of talks, accusing the U.S. of lacking ""seriousness in pursuing a diplomatic process,"" according to Iran's state news agency, IRNA. A U.S. Air Force Boeing C-17A McChord aircraft prepares to land at Pakistan's Nur Khan military airbase in Rawalpindi on Monday.Farooq Naeem/AFP via Getty Imageshide caption Trump announced Sunday that a negotiating team was headed to Islamabad on Monday evening and warned Iran against walking away from negotiations. ""We're offering a very fair and reasonable DEAL, and I hope they take it because, if they don't, the United States is going to knock out every single Power Plant, and every single Bridge, in Iran. NO MORE MR. NICE GUY!"" Trumpwrote on social media. The U.S. delegation led by Vice President Vance, along with U.S. envoy Steve Witkoff and Jared Kushner, President Trump's son-in-law, plans to travel to Islamabad soon, according to an official familiar with the plans speaking on background because they are not authorized to speak on the record. Trump has brushed off Iran's comments that it won't come to the table in Pakistan. ""We're supposed to have the talks,"" TrumptoldThe New York Post. ""So I would assume at this point nobody's playing games."" He said he himself is willing to meet senior Iranian leaders if there's a breakthrough. Islamabad is ready to host. The city's traffic police said in a video announcement that several routes into Islamabad have been blocked and the high-security Red Zone, which houses government buildings and embassies, has now been completely sealed.",https://www.npr.org/2026/04/20/nx-s1-5791256/iran-middle-east-updates
NPR,She no longer remembers it's her birthday. He got her a present anyway,"The reason I asked that question is that my wife has dementia. She is now in a stage where she cannot summon up words, where she doesn't always seem to respond to my visits. And even if I were to tell her that her birthday was coming up, there was no way to know if she could understand what I was saying. In the first years after her diagnosis she was aware of events like her birthday. And as a loving hubby I'd get her a gift — earrings and scarves are two of her favorite things. I long ago gave up on clothing because it was hard to figure out if a garment would be a good fit unless she were to try it on. I used to get her CDs as well from some of her favorite artists. I think she really does love Bob Dylan more than she loves me! And books I knew she'd like — the Mel Brooks memoir from a few years back, for instance. And books of history, which is her passion. And even if I were to turn to my two favorite gift categories … she no longer wears earrings and she sure does have a lot of scarves already. I could buy her a book and read it aloud but there's no way to know if she would comprehend. And CDs are in the dustbin of history. Plus she has an Alexa device for her room so someone can order up songs from one of her favorites: ""Alexa, play the Beatles."" Now let me be blunt. Since dementia robs people of their memories, a partner really does not have to remember milestone dates: wedding anniversary, Mother's Day, birthdays. I can't ask Marsha to confirm this. But I do believe that if I were to skip any of these occasions she would be unaware. So it would not necessarily be a bad thing to disconnect myself from these joyful (and yes, sometimes stressful) responsibilities of couplehood. I have a new set of responsibilities now – I visit pretty much every day, jabber on about all sorts of things, give her back rubs, take her on walks (in her wheelchair because she's lost the ability to walk). Yet, how could I give myself a pass? Even in this sorrowful new stage of our relationship, I still want moments of joy, moments that remind me (and I hope Marsha) of our past. Even if she doesn't have the words to say, ""Thanks, honey!"" I want to believe that in some way she understands that this is a special moment. In the past few years, I've turned to gifts that will evoke an immediate reaction. And that means food. She lives in a group home for people with cognitive and other age-related issues. Her meals are home-cooked and delicious (sometimes I sneak a bite). The house follows the Jewish rules of kashrut, so I can't bake something in my non-kosher kitchen and bring it to her. But if I can find a food product that has a kosher seal of approval, that's … well, kosher. Ice cream is her most beloved food. It was from Marsha that I learned that you can just have a big bowl of ice creamfordinner instead of after dinner from time to time. So ice cream was an obvious choice. And coffee is her favorite flavor. Humble brag; That turned out to be a stroke of genius on my part. I bought a container of Haagen-Dazs coffee ice cream. After dinner, the staff scooped out a bowl. The smile on her face when she tasted that deep, enticing coffee was sublime. I think it was bigger than the smile that she flashes when she looks at me in a good moment. Another go-to is watermelon — even in winter, when her birthday falls I'll make an effort to find a personal melon, which she always enjoys. But this year, something happened as I pondered her approaching birthday. I was ",https://www.npr.org/2026/04/19/nx-s1-5789011/dementia-wife-husband-gift-birthday
NPR,A mine despoiled the beauty of the rainforest. This Goldman Prize winner took action,"Theonila Roka Matbob of Papua New Guinea is one of this year's Goldman Environmental Prize winners. She is being recognized for her efforts to repair environmental and social harms caused by a copper and gold mine.Goldman Environmental Prizehide caption Theonila Roka Matbob was born in what should have been a lush rainforest. Her family's home is near the center of the largest island in Papua New Guinea's Autonomous Region of Bougainville in the Pacific Ocean. Instead, she says, the mountains around her were mostly rock and sand. ""You have to go miles — into another region and territory — to find the trees, the forest,"" says Roka Matbob, who is now 35. She grew up hearing constant warnings about the environment. ""From our grandparents and parents, the advice you always get is: Don't go near the water. Don't go near the river. It is poisonous. Do not eat anything that falls onto the ground,"" she recalls. ""And they don't tell you why."" Roka Matbob started asking questions and, eventually, she figured out the why. Her work as an activist to repair the environmental and social harms has earned herThe Goldman Environmental Prizefor 2026. The winners were announced Monday: grassroots environmental champions, one in each of the world's inhabited regions. Roka Matbob won for the island nations. The trigger for her environmental woes — and activism — is a mine. Roka Matbob grew up minutes from the Panguna copper and gold mine, which had been developed by Rio Tinto, one of the world's largest mining companies with headquarters in Australia and the U.K. The mine near Roka Matbob's home was run through the subsidiary Bougainville Copper Ltd. While the mine had long been abandoned, between 1972 and 1989 it produced millions of tons of copper and hundreds of tons of gold and silver. The Panguna mine in Papua New Guinea's Autonomous Region of Bougainville. The mine has been closed for decades but left environmental scars.Goldman Environmental Prizehide caption It also provoked a bloody,decade-long civil war— one that started when tension turned to violence as the mining company brought in outside labor and took out the profits. The military was brought in to stop the uprising and the conflict evolved into a separatist insurgency. The war claimed thousands of lives and wreaked havoc on the community. Just a few days shy of Roka Matbob's third birthday, her father was taken by an armed group and later killed. Amid the unrest, the mine shut down. But, Roka Matbob says, that led to new problems. There was no plan to address environmental damage and contamination. ""I was born into that broken environment. Growing up it's a life on survival mode permanently,"" Roka Matbob says. She adds that her mother and remaining family were ""nomadic"" as they looked for safety. They ended up moving into a government controlled camp. When a peace agreement was signed, in 1998, Roka Matbob felt it didn't address the underlying issues, including the continued environment devastation and how thousands of people were being ""denied a normal island life."" Her activism started as a high schooler leading protests. She went on to become the lead complainant in a landmark human rights complaint filed by theHuman Rights Law Centreagainst Rio Tinto. The result has been hailed as a major win. In 2021, Rio Tinto agreed to fund an independent assessment and, in 2024, signed a memorandum of understanding to work with the impacted communities to address and remediate the situation. ""Theoni",https://www.npr.org/2026/04/20/g-s1-117830/goldman-environmental-prize-papua-new-guinea-mining
NPR,Trump signs order fast tracking review of psychedelics for mental health disorders,"President Donald Trump holds up a signed executive order in the Oval Office of the White House on Saturday in Washington.Julia Demaree Nikhinson/APhide caption President Trump has signed an executive order to make certain psychedelic drugs more available to treat mental health conditions, such as depression and anxiety. He directed $50 million in federal funds to make them more accessible, and ordered the Food and Drug Administration to fast track a review of such drugs as psilocybin and ibogaine. ""Can I have some, please?"" Trump joked to a laughing audience in the Oval Office. He was joined by Health and Human Services Secretary Robert F. Kennedy Jr., Dr. Mehmet Oz, the administrator of the Centers for Medicare and Medicaid Services. Also standing in back of Trump was former Navy SEAL Marcus Luttrell, whose memoir about a deadly mission in Afghanistan was the basis of the filmLone Survivor, and podcast host Joe Rogan. During the announcement, Rogan said he had texted Trump about ibogaine and the president responded, ""Sounds great. Do you want FDA approval? Let's do it."" And Luttrell told him, ""You're going to save a lot of lives through it. It absolutely changed my life for the better."" Next week, the FDA will issue national priority vouchers to three psychedelics, which the agency's commissioner, Mary Makary, said will allow the review of those drugs to be approved quickly – perhaps in just weeks. This is the first time the FDA has offered to fast-track any psychedelics. During the ceremony, the president framed psychedelics as a way to deal with a national mental health crisis that includes suicide. ""Today, over 14 million American adults have a serious mental illness, defined as having a diagnosable mental, behavioral, or emotional disorder,""the ordernotes. ""And about 8 million are on prescription medication for these conditions."" Trump touted the success of some psychedelic drugs tested on active military personnel and veterans with post traumatic stress disorder. The Department of Veterans Affairsis now participatingin at least five trials of the drugs in New York, California, and Oregon. In the 1950s, scientists reported potential advances in using the drugs to treat addiction and other psychiatric conditions. But government research ended in the 1960s, when recreational use became popular. Now, studies on the effects of psychedelics have resumed. A2025 studypublished in the Journal of the American Medical Association showed that a single dose of the psychedelic LSD could ease anxiety and depression for months. At least 21 million American adultshave reportedat least one major depressive episode, according to the National Institute of Mental Health. Around one in 10 Americanshave also been diagnosedwith Generalized Anxiety Disorder, or GAD. Psilocybin and ibogaine are currently listed as Schedule I drugs, meaning they have""no currently accepted medical use and a high potential for abuse,"" according to the U.S. Drug Enforcement Administration. Psilocybin is the active ingredient in ""magic mushrooms."" Ibogaine, a derivative of the West African iboga plant, has in the pastbeen used to treatcertain drug addictions. Trump said that his order would expedite the reclassification of those drugs, and that he expects the FDA to approve them quickly. In 2024, the FDA rejectedapprovalfor MDMA to treat PTSD.",https://www.npr.org/2026/04/18/nx-s1-5789859/psychedelic-treatments-mental-health
NPR,"The Strait of Hormuz is open, what risks remain?","US Chairman of the Joint Chiefs of Staff General Dan Caine speaks as a map of the Strait of Hormuz is displayed during a press briefing at the Pentagon in Washington, DC, on April 16, 2026.SAUL LOEB/AFP via Getty Imageshide caption The Strait of Hormuz is one of the global economy’s major arteries. It had been closed to most commercial traffic for about 6 weeks up to today.The reopening is good news for hundreds of ships that have been stuck.But questions remain about the safety of the passage. Questions, like how many underwater mines are still out there? Or what happens if the ceasefire falls apart?And those questions are crucial for the people who insure these vessels.Hundreds of ships have been stuck in the Strait of Hormuz for weeks. Even though it’s now open, safety concerns remain.For sponsor-free episodes ofConsider This,sign up for Consider This+via Apple Podcasts or atplus.npr.org. Email us atconsiderthis@npr.org.This episode was produced by Avery Keatley and Karen Zamora.It was edited by Barrie Hardymon and Courtney Dorning.Our executive producer is Sami Yenigun.",https://www.npr.org/2026/04/17/nx-s1-5788716/the-strait-of-hormuz-is-open-what-risks-remain
NPR,"In one Iowa city, public schools compete in the free market. Are students better off?","Principal Condra Allred visits a third grade class at Cleveland Elementary School in Cedar Rapids, Iowa on Wednesday, April 1, 2026.Cliff Jette for NPRhide caption Public education used to enjoy strong bipartisan support, but across the country, there's a growing push to offer students alternatives to traditional public schools. The idea behind ""school choice"" is that competition improves education. President Trump and Republicans have attacked public education for failing students and for being too ""woke,"" while Democrats who strongly oppose school choice often dismiss valid criticism of public schools. Today onThe Sunday Story, NPR education correspondent Cory Turner travels to Cedar Rapids, Iowa, to understand how school choice can change a city's education landscape. Are students better served when schools compete in a free market? You can find more of Cory's reporting from Cedar Rapidshere. This episode was produced by Justine Yan. It was edited by Jenny Schmidt and Nicole Cohen. Fact-checking by Will Chase. Mastering by Jimmy Keeley. We'd love to hear from you. Send us an email at TheSundayStory@npr.org.",https://www.npr.org/2026/04/19/nx-s1-5788730/school-choice-booming-cedar-rapids-iowa
NPR,Boiling milk and worrying about the Iran war: A New Year dawns in Sri Lanka,"A New Year began on April 14 for Sri Lankan Buddhists and Hindus. One custom is to boil fresh milk in a new clay pot and allow it to overflow, seen as a way of invoking blessings.Sanka Vidanagama/NurPhoto via Getty Imageshide caption COLOMBO, Sri Lanka — In her home in a tidy working class alley, Shiranti Rambukkana has set up a literal bonfire in her narrow living room. At precisely 10:51 a.m. she strikes a match to get a fire going under the wooden kindling on a metal pan in her living room. She throws fire starters to feed the flames, and soon a clay pot of milk resting on bricks boils over — to bring on prosperity and good fortune in the New Year. The day that marks the New Year differs from culture to culture. In this island tucked at the tail end of India, the Buddhist majority and Hindu minority celebrate on April 14.The date marks the end of on solar year and the start of another, according to local astrological traditions. On this day, tradition holds that there are auspicious times to perform certain rituals to bring prosperity in the new year. Those times are different each year –- astrologers decide when they should be, theMinistry of Cultureannounces them. So for the New Year, nearly everyone does the same things at the same time. And that's why Rambukkana lights her hearth for the boiling of the milk, facing southward and wearing red at exactly 10:51. Then her husband, Kasun,covers his hands in towels and picks up the metal tray with the kindling, bricks and clay pot and places it outside. Time for the next ritual: she rushes back to the kitchen — a nook behind the staircase — and squeezes shredded coconut that she's been soaking to extract the milk. It goes into her rice cooker. That's for a traditional coconut rice dish that's eaten at 12:06 p.m. There are other food rituals. Rambukkana's table groans with sweets —- from traditional fried lentil and rice flour balls smothered in sticky syrup, to shop-bought chocolate cakes. Her four children — ages 2 ½ to 22 — eye them but know not to touch. Much of the display will be plated and distributed to neighbors — Christians, Muslims, Hindus and Buddhists who live up and down the streets of this working class district ofMaligawatta. Being anointed with oil is part of the New Year's ceremony in mid-April for Buddhists and Hindus in Sri Lanka.Gayan Sameera/Xinhua News Agency via Getty Imageshide caption The milk, the coconut, the sweets, the new clothes, the cash gifts for family — it cost her over $300 — all her year's savings. ""I've been secretly saving money without my husband knowing,"" she laughs. She pulls out her cash from her bank — an empty tin of milk powder, a slot cut into it, and sealed furiously tight with tape. Rambukkana says she had to show her kids a good New Year — ""we wanted to celebrate this time"" — because last year was so sad. Her brother had just died. Her husband was in the hospital for heart surgery. One of her daughters, an athlete, was offered a scholarship in Japan but they couldn't even afford basic expenses for her so they had to turn it down. Her medals hang on a hook above the table — 400 meters, 800 meters, long jump, netball, volleyball — anything she touches, she wins, her brother proudly boasts, as he takes them down and jangles them. Saving became much harder for Sri Lankans after America and Israel declared war on Iran in late February. That's blocked a key shipping route, the Strait of Hormouz, and it's pushed up the price of fuel and of fert",https://www.npr.org/2026/04/16/g-s1-117630/new-years-sri-lanka-buddhist-hindu-prosperity-iran-war
NPR,Is anyone gonna do anything about these Iran War trades?,"A Kashmiri man scrolls through a social media post featuring Iran's Supreme Leader Ayatollah Ali Khamenei on his phone in Srinagar on June 28, 2025.Numan Bhat/Getty Imageshide caption Traders have made millions betting on the Iran War. They are also suspiciously timed. No public information, then boom: a Truth Social post from President Trump. Cue fat windfalls for the traders. It’s starting to look a lot like insider trading.On today’s show, suspicious bets on the Iran War. And are federal regulators or prosecutors looking into these trades … is anyone?Come see Planet Money live on stage! 12 cities. Details and tix here:planetmoneybook.com/#tourRelated episodes:Did Trump enable insider trading?Do traders who place big bets make big money?How much is the Iran war costing us?For sponsor-free episodes of The Indicator from Planet Money, subscribe to Planet Money+ via Apple Podcasts or atplus.npr.org.Fact-checking bySierra Juarez. Music byDrop Electric. Find us:TikTok,Instagram,Facebook,Newsletter.",https://www.npr.org/2026/04/20/nx-s1-5789071/is-anyone-gonna-do-anything-about-these-iran-war-trades
NPR,School choice is booming in Iowa. Are students better off?,"Principal Condra Allred visits a third grade class at Cleveland Elementary School in Cedar Rapids, Iowa, in April. Soon, Allred expects to hear for certain if her school will close.Cliff Jette for NPRhide caption On an unseasonably warm February morning, Principal Condra Allred walked the hallways of Cleveland Elementary School's 76-year-old building wearing a pink fanny pack slung over one shoulder like a bandolier. Inside the pack, a walkie-talkie squawked with the voices of staff who needed back-up on the playground, or a bathroom break, or help soothing a troubled student. Allred had fixes for every crisis but one: How to keep the district from closing her school. ""My own son came home and said, 'Are you gonna have a job?'"" Allred said of the day news broke that the Cedar Rapids Community School District in eastern Iowa is considering closing up to six elementary schools in a dramatic effort to cut costs. If the school is closed, she said, her voice quavering, ""I will go wherever the district needs me to go, but it is sad to think about not coming here with the staff that we have."" The problem for Cedar Rapids' cash-strapped district is that, while its schools haven't changed much in the last few decades – Cleveland isn't entirely wheelchair accessible and it has an old, obsolete fireplace in the library – the competition has been growing at the speed of light. As inmany Republican-controlled statesin recent years, Iowa's leaders have gone all-in on school choice, pushing to create and expand alternatives to public schools. They've cleared the way for new public charter schools, including one that opened in Cedar Rapids last fall. Also new this year: Iowa offers any child in the state roughly $8,000 to help pay for private school. In January, Republican Gov. Kim Reynolds declared, ""In Iowa, we fund students, not systems."" Little surprise, Cedar Rapids' system of public schools now finds itself in crisis, losing students and dollars and struggling to do something public schools are rarely asked to do: compete. Twice in recent years the Cedar Rapids Community School District has asked voters for extra money, through a bond measure, to help. Twice voters have said no. This year, more than 4,000 students living in Cedar Rapids are not using its public schools. Instead they're choosing alternatives like commuting tootherpublic school districts through the state's open enrollment policy, enrolling in that brand new charter school or using Iowa's new Education Savings Accounts (ESAs) to attend a private school. Today, the district serves just over 14,000 students – a number that has been slowly declining for a decade. This year, though, the losses accelerated. With school choice programs ascendant across the U.S., and with the federal government preparing tolaunch its own voucher-like programnext year, NPR traveled to Cedar Rapids to understand who wins and who loses when education meets the free market. The city's newest charter school, Cedar Rapids Prep, is only in its first year as a middle school, but it's already renovating a future home to expand into next fall. The former office building is getting a multimillion dollar remodel. Cedar Rapids Prep's former principal, Justin Blietz, poses next to the cafeteria slide at the charter school's future home in February.Cory Turner/NPRhide caption Wearing a hard hat, the charter's principal, Justin Blietz, described his vision. ""This area, which was all cubicles,"" he gestured into open space",https://www.npr.org/2026/04/19/nx-s1-5683199/education-school-choice-iowa-students-charter-school-cedar-rapids
NPR,U.S. seizes Iranian cargo ship in Strait of Hormuz,"The sun rises behind a tanker anchored in the Strait of Hormuz off the coast of Qeshm Island, Iran, on Saturday.Asghar Besharati/APhide caption The U.S. has seized an Iranian-flagged cargo ship in the Strait of Hormuz after firing on its engine room, President Trump said in a post on social media. Trump wrote that the U.S. Navy Guided Missile Destroyer USS Spruance intercepted the Touska in the Gulf of Oman. The U.S. Navy ""gave them fair warning to stop. The Iranian crew refused to listen, so our Navy ship stopped them right in their tracks by blowing a hole in the engineroom,"" Trump said in aposton Truth Social. He said U.S. Marines have custody of the vessel and that it is ""under U.S. Treasury Sanctions because of their prior history of illegal activity."" U.S. Central Command (CENTCOM) said in a statement that the Iranian ship refused to comply with U.S. warnings over the course of six hours before the U.S. fired on the ship and boarded it. ""American forces acted in a deliberate, professional, and proportional manner to ensure compliance,""CENTCOM said. The attack appears to be an escalation of the U.S. blockade of Iranian ships in the Strait of Hormuz. As part of the blockade, the U.S. has so far directed 25 commercial vessels to turn around or return to an Iranian port, CENTCOM also said. Trump had earlier accused Iran of violating the terms of a two-week ceasefire in the war after Iran fired on ships in the strait. Iran hasaccused the U.S.of violating the ceasefire by keeping a blockade on Iranian ports in place. It comes as U.S. officials are heading to Islamabad, Pakistan, for another round of talks with Iran to negotiate the end of the war. The three U.S. officials heading to Pakistan are Vice President Vance, U.S. special envoy Steve Witkoff and Jared Kushner, President Trump's son-in-law, according to a White House official who spoke on background. On Sunday afternoon, Iran's official news agency,IRNA, said the government had declined to join the talks. IRNA cited what it described as ""Washington's excessive demands, unrealistic expectations, constant shifts in stance, repeated contradictions, and the ongoing naval blockade,"" which Iran considers a breach of the ceasefire. On Sunday morning, Trump said in apostthat the talks would begin on Monday evening. Trump wrote: ""We're offering a very fair and reasonable DEAL, and I hope they take it because, if they don't, the United States is going to knock out every single Power Plant, and every single Bridge, in Iran. NO MORE MR. NICE GUY!"" Trump praised the U.S. blockade of the Strait of Hormuz, saying it was costing Iran ""$500 Million Dollars a day"" while the United States ""loses nothing."" He added: ""Iran decided to fire bullets yesterday in the Strait of Hormuz — A Total Violation of our Ceasefire Agreement!"" After briefly reopening the Strait of Hormuz, Iran has again closed the vital economic waterway, saying it will restrict ships from passing through as long as the U.S. continues its blockade of Iranian ports. Iran's chief negotiator, parliamentary speaker Mohammed Bagher Qalibaf, was unequivocal incommentsmade on Iranian state TV, stressing: ""It is impossible for others to pass through the Strait of Hormuz while we cannot."" The U.S. militarysaid on Xthat it forced 23 ships to turn around as part of its blockade of Iranian ports. About 20% of the world's crude oil and natural gas typically passes through the narrow waterway, which Iran has essentially closed to international ta",https://www.npr.org/2026/04/19/nx-s1-5790378/iran-us-hormuz-closed-impossible
